title,doi,authors,konferenz,year
Assessing the Causal Impact of COVID-19 Related Policies on Outbreak Dynamics: A Case Study in the US,10.1145/3485447.3512139,"[{'given': 'Jing', 'family': 'Ma', 'sequence': 'first', 'affiliation': [{'name': 'University of Virginia, USA'}]}, {'given': 'Yushun', 'family': 'Dong', 'sequence': 'additional', 'affiliation': [{'name': 'University of Virginia, USA'}]}, {'given': 'Zheng', 'family': 'Huang', 'sequence': 'additional', 'affiliation': [{'name': 'University of Virginia, USA'}]}, {'given': 'Daniel', 'family': 'Mietchen', 'sequence': 'additional', 'affiliation': [{'name': 'School of Data Science, University of Virginia, USA and Fraunhofer Institute for Biomedical Engineering, Germany'}]}, {'given': 'Jundong', 'family': 'Li', 'sequence': 'additional', 'affiliation': [{'name': 'University of Virginia, USA'}]}]","{'name': ""WWW '22: The ACM Web Conference 2022"", 'location': 'Virtual Event, Lyon France', 'acronym': ""WWW '22"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web']}",2022
Controlling Fairness and Bias in Dynamic Learning-to-Rank,10.1145/3397271.3401100,"[{'given': 'Marco', 'family': 'Morik', 'sequence': 'first', 'affiliation': [{'name': 'Technische Universität Berlin, Berlin, Germany'}]}, {'given': 'Ashudeep', 'family': 'Singh', 'sequence': 'additional', 'affiliation': [{'name': 'Cornell University, Ithaca, NY, USA'}]}, {'given': 'Jessica', 'family': 'Hong', 'sequence': 'additional', 'affiliation': [{'name': 'Cornell University, Ithaca, NY, USA'}]}, {'given': 'Thorsten', 'family': 'Joachims', 'sequence': 'additional', 'affiliation': [{'name': 'Cornell University, Ithaca, NY, USA'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Conversational Question Answering over Passages by Leveraging Word Proximity Networks,10.1145/3397271.3401399,"[{'given': 'Magdalena', 'family': 'Kaiser', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Rishiraj', 'family': 'Saha Roy', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Explaining Recommendations in Heterogeneous Networks,10.1145/3397271.3401451,"[{'given': 'Azin', 'family': 'Ghazimatin', 'sequence': 'first', 'affiliation': [{'name': 'Max Plank Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Incorporating User Feedback in Conversational Question Answering over Heterogeneous Web Sources,10.1145/3397271.3401454,"[{'given': 'Magdalena', 'family': 'Kaiser', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Operationalizing the Legal Principle of Data Minimization for Personalization,10.1145/3397271.3401034,"[{'given': 'Asia J.', 'family': 'Biega', 'sequence': 'first', 'affiliation': [{'name': 'Microsoft Research, Montreal, Canada'}]}, {'given': 'Peter', 'family': 'Potash', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, Montreal, Canada'}]}, {'given': 'Hal', 'family': 'Daumé', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research &amp; University of Maryland, New York, NY, USA'}]}, {'given': 'Fernando', 'family': 'Diaz', 'sequence': 'additional', 'affiliation': [{'name': 'Microsoft Research, Montreal, Canada'}]}, {'given': 'Michèle', 'family': 'Finck', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Innovation and Competition, Munich, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
How to Measure the Reproducibility of System-oriented IR Experiments,10.1145/3397271.3401036,"[{'given': 'Timo', 'family': 'Breuer', 'sequence': 'first', 'affiliation': [{'name': 'TH Köln, Cologne, Germany'}]}, {'given': 'Nicola', 'family': 'Ferro', 'sequence': 'additional', 'affiliation': [{'name': 'University of Padua, Padua, Italy'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'Universität Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Maria', 'family': 'Maistro', 'sequence': 'additional', 'affiliation': [{'name': 'University of Copenhagen, Copenhagen, Denmark'}]}, {'given': 'Tetsuya', 'family': 'Sakai', 'sequence': 'additional', 'affiliation': [{'name': 'Waseda University, Tokyo, Japan'}]}, {'given': 'Philipp', 'family': 'Schaer', 'sequence': 'additional', 'affiliation': [{'name': 'TH Köln, Cologne, Germany'}]}, {'given': 'Ian', 'family': 'Soboroff', 'sequence': 'additional', 'affiliation': [{'name': 'National Institute of Standards and Technology (NIST), Gaithersburg, MD, USA'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Fair Classification with Counterfactual Learning,10.1145/3397271.3401291,"[{'given': 'Maryam', 'family': 'Tavakol', 'sequence': 'first', 'affiliation': [{'name': 'Technical University of Dortmund, Dortmund, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
What Makes a Top-Performing Precision Medicine Search Engine?  Tracing Main System Features in a Systematic Way,10.1145/3397271.3401048,"[{'given': 'Erik', 'family': 'Faessler', 'sequence': 'first', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}, {'given': 'Michel', 'family': 'Oleynik', 'sequence': 'additional', 'affiliation': [{'name': 'Medical University of Graz, Jena, Austria'}]}, {'given': 'Udo', 'family': 'Hahn', 'sequence': 'additional', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,"[{'given': 'Suchana', 'family': 'Datta', 'sequence': 'first', 'affiliation': [{'name': 'University College Dublin, Dublin, Ireland'}]}, {'given': 'Debasis', 'family': 'Ganguly', 'sequence': 'additional', 'affiliation': [{'name': 'IBM Research Europe, Dublin, Ireland, Dublin, Ireland'}]}, {'given': 'Dwaipayan', 'family': 'Roy', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS, Cologne, Cologne, Germany'}]}, {'given': 'Francesca', 'family': 'Bonin', 'sequence': 'additional', 'affiliation': [{'name': 'IBM Research Europe, Dublin, Ireland, Dublin, Ireland'}]}, {'given': 'Charles', 'family': 'Jochim', 'sequence': 'additional', 'affiliation': [{'name': 'IBM Research Europe, Dublin, Ireland, Dublin, Ireland'}]}, {'given': 'Mandar', 'family': 'Mitra', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Statistical Institute, Kolkata, Kolkata, India'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
How to Measure the Reproducibility of System-oriented IR Experiments,10.1145/3397271.3401036,"[{'given': 'Timo', 'family': 'Breuer', 'sequence': 'first', 'affiliation': [{'name': 'TH Köln, Cologne, Germany'}]}, {'given': 'Nicola', 'family': 'Ferro', 'sequence': 'additional', 'affiliation': [{'name': 'University of Padua, Padua, Italy'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'Universität Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Maria', 'family': 'Maistro', 'sequence': 'additional', 'affiliation': [{'name': 'University of Copenhagen, Copenhagen, Denmark'}]}, {'given': 'Tetsuya', 'family': 'Sakai', 'sequence': 'additional', 'affiliation': [{'name': 'Waseda University, Tokyo, Japan'}]}, {'given': 'Philipp', 'family': 'Schaer', 'sequence': 'additional', 'affiliation': [{'name': 'TH Köln, Cologne, Germany'}]}, {'given': 'Ian', 'family': 'Soboroff', 'sequence': 'additional', 'affiliation': [{'name': 'National Institute of Standards and Technology (NIST), Gaithersburg, MD, USA'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Proof by Experimentation? Towards Better IR Research,10.1145/3397271.3402426,"[{'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'first', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
FactCatch: Incremental Pay-as-You-Go Fact Checking with Minimal User Effort,10.1145/3397271.3401408,"[{'given': 'Thanh Tam', 'family': 'Nguyen', 'sequence': 'first', 'affiliation': [{'name': 'École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland'}]}, {'given': 'Matthias', 'family': 'Weidlich', 'sequence': 'additional', 'affiliation': [{'name': 'Humboldt-Universitat zu Berlin, Berlin, Germany'}]}, {'given': 'Hongzhi', 'family': 'Yin', 'sequence': 'additional', 'affiliation': [{'name': 'University of Queensland, Brisbane, Australia'}]}, {'given': 'Bolong', 'family': 'Zheng', 'sequence': 'additional', 'affiliation': [{'name': 'Huazhong University of Science &amp; Technology, Huazhong, China'}]}, {'given': 'Quang Huy', 'family': 'Nguyen', 'sequence': 'additional', 'affiliation': [{'name': 'Hanoi University of Science &amp;Technology, Hanoi, Vietnam'}]}, {'given': 'Quoc Viet Hung', 'family': 'Nguyen', 'sequence': 'additional', 'affiliation': [{'name': 'Griffith University, Gold Coast, Australia'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Extractive Snippet Generation for Arguments,10.1145/3397271.3401186,"[{'given': 'Milad', 'family': 'Alshomary', 'sequence': 'first', 'affiliation': [{'name': 'Paderborn University, Paderborn, Germany'}]}, {'given': 'Nick', 'family': 'Düsterhus', 'sequence': 'additional', 'affiliation': [{'name': 'Paderborn University, Paderborn, Germany'}]}, {'given': 'Henning', 'family': 'Wachsmuth', 'sequence': 'additional', 'affiliation': [{'name': 'Paderborn University, Paderborn, Germany'}]}]","{'name': ""SIGIR '20: The 43rd International ACM SIGIR conference on research and development in Information Retrieval"", 'location': 'Virtual Event China', 'acronym': ""SIGIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2020
An ALBERT-based Similarity Measure for Mathematical Answer Retrieval,10.1145/3404835.3463023,"[{'given': 'Anja', 'family': 'Reusch', 'sequence': 'first', 'affiliation': [{'name': 'Technische Universität Dresden, Dresden, Germany'}]}, {'given': 'Maik', 'family': 'Thiele', 'sequence': 'additional', 'affiliation': [{'name': 'Technische Universität Dresden, Dresden, Germany'}]}, {'given': 'Wolfgang', 'family': 'Lehner', 'sequence': 'additional', 'affiliation': [{'name': 'Technische Universität Dresden, Dresden, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
QuTI! Quantifying Text-Image Consistency in Multimodal Documents,10.1145/3404835.3462796,"[{'given': 'Matthias', 'family': 'Springstein', 'sequence': 'first', 'affiliation': [{'name': 'TIB - Leibniz Information Centre for Science and Technology, Hannover, Germany'}]}, {'given': 'Eric', 'family': 'Müller-Budack', 'sequence': 'additional', 'affiliation': [{'name': 'TIB - Leibniz Information Centre for Science and Technology, Hannover, Germany'}]}, {'given': 'Ralph', 'family': 'Ewerth', 'sequence': 'additional', 'affiliation': [{'name': 'TIB - Leibniz Information Centre for Science and Technology, Hannover, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
HONto: A Bottom-Up Knowledge Base from Textbooks for Recommending Contextually Relevant Documents,10.1145/3404835.3463267,"[{'given': 'Sabine', 'family': 'Wehnert', 'sequence': 'first', 'affiliation': [{'name': 'Georg Eckert Institute Leibniz Institute for International Textbook Research &amp; Otto von Guericke University Magdeburg, Braunschweig, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Towards Trustworthiness in the Context of Explainable Search,10.1145/3404835.3462799,"[{'given': 'Sayantan', 'family': 'Polley', 'sequence': 'first', 'affiliation': [{'name': 'Otto von Guericke University Magdeburg, Magdeburg, Germany'}]}, {'given': 'Rashmi Raju', 'family': 'Koparde', 'sequence': 'additional', 'affiliation': [{'name': 'Otto von Guericke University Magdeburg, Magdeburg, Germany'}]}, {'given': 'Akshaya Bindu', 'family': 'Gowri', 'sequence': 'additional', 'affiliation': [{'name': 'Otto von Guericke University Magdeburg, Magdeburg, Germany'}]}, {'given': 'Maneendra', 'family': 'Perera', 'sequence': 'additional', 'affiliation': [{'name': 'Otto von Guericke University Magdeburg, Magdeburg, Germany'}]}, {'given': 'Andreas', 'family': 'Nuernberger', 'sequence': 'additional', 'affiliation': [{'name': 'Otto von Guericke University Magdeburg, Magdeburg, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
On the Privacy of Federated Pipelines,10.1145/3404835.3462996,"[{'given': 'Reza', 'family': 'Nasirigerdeh', 'sequence': 'first', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}, {'given': 'Reihaneh', 'family': 'Torkzadehmahani', 'sequence': 'additional', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}, {'given': 'Jan', 'family': 'Baumbach', 'sequence': 'additional', 'affiliation': [{'name': 'University of Hamburg &amp; University of Southern Denmark, Hamburg, Germany'}]}, {'given': 'David B.', 'family': 'Blumenthal', 'sequence': 'additional', 'affiliation': [{'name': 'Technical University of Munich, Freising, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Counterfactual Explanations for Neural Recommenders,10.1145/3404835.3463005,"[{'given': 'Khanh Hiep', 'family': 'Tran', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Azin', 'family': 'Ghazimatin', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Rishiraj', 'family': 'Saha Roy', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Reinforcement Learning from Reformulations in Conversational Question Answering over Knowledge Graphs,10.1145/3404835.3462859,"[{'given': 'Magdalena', 'family': 'Kaiser', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Rishiraj', 'family': 'Saha Roy', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Pretrained Transformers for Text Ranking: BERT and Beyond,10.1145/3404835.3462812,"[{'given': 'Andrew', 'family': 'Yates', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Rodrigo', 'family': 'Nogueira', 'sequence': 'additional', 'affiliation': [{'name': 'University of Waterloo, Waterloo, Canada'}]}, {'given': 'Jimmy', 'family': 'Lin', 'sequence': 'additional', 'affiliation': [{'name': 'University of Waterloo, Waterloo, Canada'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
DiffIR: Exploring Differences in Ranking Models' Behavior,10.1145/3404835.3462784,"[{'given': 'Kevin Martin', 'family': 'Jose', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Thong', 'family': 'Nguyen', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Sean', 'family': 'MacAvaney', 'sequence': 'additional', 'affiliation': [{'name': 'University of Glasgow, Glasgow, United Kingdom'}]}, {'given': 'Jeffrey', 'family': 'Dalton', 'sequence': 'additional', 'affiliation': [{'name': 'University of Glasgow, Glasgow, United Kingdom'}]}, {'given': 'Andrew', 'family': 'Yates', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
How Deep is your Learning: the DL-HARD Annotated Deep Learning Dataset,10.1145/3404835.3463262,"[{'given': 'Iain', 'family': 'Mackie', 'sequence': 'first', 'affiliation': [{'name': 'University of Glasgow, Glasgow, United Kingdom'}]}, {'given': 'Jeffrey', 'family': 'Dalton', 'sequence': 'additional', 'affiliation': [{'name': 'University of Glasgow, Glasgow, United Kingdom'}]}, {'given': 'Andrew', 'family': 'Yates', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Simplified Data Wrangling with ir_datasets,10.1145/3404835.3463254,"[{'given': 'Sean', 'family': 'MacAvaney', 'sequence': 'first', 'affiliation': [{'name': 'University of Glasgow &amp; Georgetown University, Glasgow, United Kingdom'}]}, {'given': 'Andrew', 'family': 'Yates', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}, {'given': 'Sergey', 'family': 'Feldman', 'sequence': 'additional', 'affiliation': [{'name': 'Allen Institute for AI, Seattle, WA, USA'}]}, {'given': 'Doug', 'family': 'Downey', 'sequence': 'additional', 'affiliation': [{'name': 'Allen Institute for AI, Seattle, WA, USA'}]}, {'given': 'Arman', 'family': 'Cohan', 'sequence': 'additional', 'affiliation': [{'name': 'Allen Institute for AI, Seattle, WA, USA'}]}, {'given': 'Nazli', 'family': 'Goharian', 'sequence': 'additional', 'affiliation': [{'name': 'Georgetown University, Washington, DC, USA'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
CopyCat: Near-Duplicates Within and Between the ClueWeb and the Common Crawl,10.1145/3404835.3463246,"[{'given': 'Maik', 'family': 'Fröbe', 'sequence': 'first', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Janek', 'family': 'Bevendorff', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Lukas', 'family': 'Gienapp', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Michael', 'family': 'Völske', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,"[{'given': 'Markus', 'family': 'Fischer', 'sequence': 'first', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}, {'given': 'Kristof', 'family': 'Komlossy', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
CopyCat: Near-Duplicates Within and Between the ClueWeb and the Common Crawl,10.1145/3404835.3463246,"[{'given': 'Maik', 'family': 'Fröbe', 'sequence': 'first', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}, {'given': 'Janek', 'family': 'Bevendorff', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Lukas', 'family': 'Gienapp', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Michael', 'family': 'Völske', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Identifying Queries in Instant Search Logs,10.1145/3404835.3463025,"[{'given': 'Markus', 'family': 'Fischer', 'sequence': 'first', 'affiliation': [{'name': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]}, {'given': 'Kristof', 'family': 'Komlossy', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle, Germany'}]}]","{'name': ""SIGIR '21: The 44th International ACM SIGIR Conference on Research and Development in Information Retrieval"", 'location': 'Virtual Event Canada', 'acronym': ""SIGIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval']}",2021
