Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Hugo Schindler,,,,,,,,,,,,,,,,
,Exploding TV Sets and Disappointing Laptops: Suggesting Interesting Content in News Archives Based on Surprise Estimation,10.1007/978-3-030-72113-8_17,ECIR,2021,5,,I-Chen Hung,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Ihar Filipovich,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Ilia Markov,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Ilia Markov,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Ilia Markov,,,,,,,,,,,,,,,,
,Bibliometric-Enhanced Information Retrieval: 11th International BIR Workshop,10.1007/978-3-030-72240-1_85,ECIR,2021,4,,Ingo Frommholz,,,,,,,,,,,,,,,,
,Bibliometric-enhanced Information Retrieval: 12th International BIR Workshop (BIR 2022),10.1007/978-3-030-99739-7_70,ECIR,2022,4,,Ingo Frommholz,,,,,,,,,,,,,,,,
,Bibliometric-Enhanced Information Retrieval: 13th International BIR Workshop (BIR 2023),10.1007/978-3-031-28241-6_43,ECIR,2023,4,,Ingo Frommholz,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Ioan Coman,,,,,,,,,,,,,,,,
,Multilingual Detection of Check-Worthy Claims Using World Languages and Adapter Fusion,10.1007/978-3-031-28244-7_8,ECIR,2023,3,http://orcid.org/0000-0002-5037-2203,Ipek Baris Schlicht,,,,,,,,,,,,,,,,
,Evaluating Multilingual Text Encoders for Unsupervised Cross-Lingual Retrieval,10.1007/978-3-030-72113-8_23,ECIR,2021,4,,Ivan Vulić,,,,,,,,,,,,,,,,
,Automated Extraction of Fine-Grained Standardized Product Information from Unstructured Multilingual Web Data,10.1007/978-3-031-28241-6_19,ECIR,2023,4,http://orcid.org/0000-0003-0374-1210,Ivana Trajanovska,,,,,,,,,,,,,,,,
,ALWars: Combat-Based Evaluation of Active Learning Strategies,10.1007/978-3-030-99739-7_36,ECIR,2022,5,,Jakob Krude,,,,,,,,,,,,,,,,
,CEQE: Contextualized Embeddings for Query Expansion,10.1007/978-3-030-72113-8_31,ECIR,2021,4,,James Allan,,,,,,,,,,,,,,,,
,Signal Briefings: Monitoring News Beyond the Brand,10.1007/978-3-030-72240-1_52,ECIR,2021,6,,James Brill,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Jan Heinrich Reimer,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Janadhip Jacutprakart,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Janadhip Jacutprakart,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Janek Bevendorff,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Janek Bevendorff,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Janek Bevendorff,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Janek Bevendorff,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Janek Bevendorff,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Janek Bevendorff,,,,,,,,,,,,,,,,
,ALWars: Combat-Based Evaluation of Active Learning Strategies,10.1007/978-3-030-99739-7_36,ECIR,2022,5,,Janik Schönfelder,,,,,,,,,,,,,,,,
,A Multi-task Approach to Neural Multi-label Hierarchical Patent Classification Using Transformers,10.1007/978-3-030-72113-8_34,ECIR,2021,3,,Jannik Strötgen,,,,,,,,,,,,,,,,
,Dynamic Exploratory Search for the Information Retrieval Anthology,10.1007/978-3-031-28241-6_21,ECIR,2023,4,,Jason Brockmeyer,,,,,,,,,,,,,,,,
,The CLEF-2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-030-99739-7_52,ECIR,2022,18,,Javier Beltrán,,,,,,,,,,,,,,,,
,ECIR 23 Tutorial: Neuro-Symbolic Approaches for Information Retrieval,10.1007/978-3-031-28241-6_33,ECIR,2023,6,http://orcid.org/0000-0003-2422-8651,Jeff Dalton,,,,,,,,,,,,,,,,
,CEQE: Contextualized Embeddings for Query Expansion,10.1007/978-3-030-72113-8_31,ECIR,2021,4,,Jeffrey Dalton,,,,,,,,,,,,,,,,
,"Query Expansion, Argument Mining and Document Scoring for an Efficient Question Answering System",10.1007/978-3-031-13643-6_13,CLEF,2022,6,,Jelena Mitrović,,,,,,,,,,,,,,,,
,Geographic Information Extraction from Texts (GeoExT),10.1007/978-3-031-28241-6_44,ECIR,2023,4,http://orcid.org/0000-0002-4735-7360,Jens Kersten,,,,,,,,,,,,,,,,
,Pattern-Aware and Noise-Resilient Embedding Models,10.1007/978-3-030-72113-8_32,ECIR,2021,6,,Jens Lehmann,,,,,,,,,,,,,,,,
,Aspect-Based Passage Retrieval with Contextualized Discourse Vectors,10.1007/978-3-030-72240-1_61,ECIR,2021,6,,Jens-Michalis Papaioannou,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Jérôme Deshayes,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Jérôme Deshayes,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Jérôme Deshayes,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Jérôme Deshayes-Chossart,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Jérôme Deshayes-Chossart,,,,,,,,,,,,,,,,
,Overview of ChEMU 2020: Named Entity Recognition and Event Extraction of Chemical Reactions from Patents,10.1007/978-3-030-58219-7_18,CLEF,2020,15,,Jiayuan He,,,,,,,,,,,,,,,,
,Overview of ChEMU 2021: Reaction Reference Resolution and Anaphora Resolution in Chemical Patents,10.1007/978-3-030-85251-1_20,CLEF,2021,11,,Jiayuan He,,,,,,,,,,,,,,,,
,Overview of ChEMU 2022 Evaluation Campaign: Information Extraction in Chemical Patents,10.1007/978-3-031-13643-6_30,CLEF,2022,11,,Jiayuan He,,,,,,,,,,,,,,,,
,ChEMU 2021: Reaction Reference Resolution and Anaphora Resolution in Chemical Patents,10.1007/978-3-030-72240-1_71,ECIR,2021,13,,Jiayuan He,,,,,,,,,,,,,,,,
,The ChEMU 2022 Evaluation Campaign: Information Extraction in Chemical Patents,10.1007/978-3-030-99739-7_50,ECIR,2022,12,,Jiayuan He,,,,,,,,,,,,,,,,
,Comparing Score Aggregation Approaches for Document Retrieval with Pretrained Transformers,10.1007/978-3-030-72240-1_11,ECIR,2021,3,,Jimmy Lin,,,,,,,,,,,,,,,,
,Squeezing Water from a Stone: A Bag of Tricks for Further Improving Cross-Encoder Effectiveness for Reranking,10.1007/978-3-030-99736-6_44,ECIR,2022,6,,Jimmy Lin,,,,,,,,,,,,,,,,
,Which Country Is This? Automatic Country Ranking of Street View Photos,10.1007/978-3-031-28241-6_26,ECIR,2023,3,http://orcid.org/0000-0002-1219-4696,Jochen L. Leidner,,,,,,,,,,,,,,,,
,Extractive Summarization of Financial Earnings Call Transcripts,10.1007/978-3-031-28238-6_1,ECIR,2023,3,http://orcid.org/0000-0002-1219-4696,Jochen L. Leidner,,,,,,,,,,,,,,,,
,Temporal Event Reasoning Using Multi-source Auxiliary Learning Objectives,10.1007/978-3-030-99739-7_12,ECIR,2022,6,,Joel Tetreault,,,,,,,,,,,,,,,,
,Evaluating Simulated User Interaction and Search Behaviour,10.1007/978-3-030-99739-7_28,ECIR,2022,4,http://orcid.org/0000-0002-3678-0390,Joerg Schloetterer,,,,,,,,,,,,,,,,
,Overview of LiLAS 2020 – Living Labs for Academic Search,10.1007/978-3-030-58219-7_24,CLEF,2020,3,http://orcid.org/0000-0002-5441-7640,Johann Schaible,,,,,,,,,,,,,,,,
,Overview of LiLAS 2021 – Living Labs for Academic Search,10.1007/978-3-030-85251-1_25,CLEF,2021,6,http://orcid.org/0000-0002-5441-7640,Johann Schaible,,,,,,,,,,,,,,,,
,Living Lab Evaluation for Life and Social Sciences Search Platforms - LiLAS at CLEF 2021,10.1007/978-3-030-72240-1_77,ECIR,2021,3,http://orcid.org/0000-0002-5441-7640,Johann Schaible,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Johanna Schöler,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-031-13643-6_21,CLEF,2022,12,,Johannes Kiesel,,,,,,,,,,,,,,,,
,An Empirical Comparison of Web Page Segmentation Algorithms,10.1007/978-3-030-72240-1_5,ECIR,2021,5,http://orcid.org/0000-0002-1617-6508,Johannes Kiesel,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-030-99739-7_43,ECIR,2022,12,,Johannes Kiesel,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Johannes Kiesel,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Johannes Rückert,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Johannes Rückert,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Johannes Rückert,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Jon Chamberlain,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Jon Chamberlain,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Jon Chamberlain,,,,,,,,,,,,,,,,
,Signal Briefings: Monitoring News Beyond the Brand,10.1007/978-3-030-72240-1_52,ECIR,2021,6,,Jon Chamberlain,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Jon Chamberlain,,,,,,,,,,,,,,,,
,Probing BERT for Ranking Abilities,10.1007/978-3-031-28238-6_17,ECIR,2023,4,http://orcid.org/0000-0003-1239-2067,Jonas Wallat,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Jorge Vivaldi,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,,Jorge Vivaldi,,,,,,,,,,,,,,,,
,Signal Briefings: Monitoring News Beyond the Brand,10.1007/978-3-030-72240-1_52,ECIR,2021,6,,José Esquivel,,,,,,,,,,,,,,,,
,Comparing Traditional and Neural Approaches for Detecting Health-Related Misinformation,10.1007/978-3-030-85251-1_7,CLEF,2021,4,http://orcid.org/0000-0001-9505-6493,Juan C. Pichel,,,,,,,,,,,,,,,,
,Reliability Prediction for Health-Related Content: A Replicability Study,10.1007/978-3-030-72240-1_4,ECIR,2021,4,http://orcid.org/0000-0001-9505-6493,Juan C. Pichel,,,,,,,,,,,,,,,,
,"Overview of the CLEF–2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-85251-1_19,CLEF,2021,19,,Julia Maria Struß,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Julia Maria Struß,,,,,,,,,,,,,,,,
,"The CLEF-2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-72240-1_75,ECIR,2021,14,,Julia Maria Struß,,,,,,,,,,,,,,,,
,The CLEF-2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-030-99739-7_52,ECIR,2022,18,,Julia Maria Struß,,,,,,,,,,,,,,,,
,"The CLEF-2023 CheckThat! Lab: Checkworthiness, Subjectivity, Political Bias, Factuality, and Authority",10.1007/978-3-031-28241-6_59,ECIR,2023,13,http://orcid.org/0000-0001-9133-4978,Julia Maria Struß,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Juliane Köhler,,,,,,,,,,,,,,,,
,Query or Document Translation for Academic Search – What’s the Real Difference?,10.1007/978-3-030-58219-7_3,CLEF,2020,6,http://orcid.org/0000-0001-8184-6187,Juliane Stiller,,,,,,,,,,,,,,,,
,ALWars: Combat-Based Evaluation of Active Learning Strategies,10.1007/978-3-030-99739-7_36,ECIR,2022,5,http://orcid.org/0000-0002-5985-4348,Julius Gonsior,,,,,,,,,,,,,,,,
,Investigating Conversational Search Behavior for Domain Exploration,10.1007/978-3-031-28238-6_52,ECIR,2023,5,http://orcid.org/0000-0002-4941-9166,Juraj Vladika,,,,,,,,,,,,,,,,
,Evaluating Research Dataset Recommendations in a Living Lab,10.1007/978-3-031-13643-6_11,CLEF,2022,2,http://orcid.org/0000-0002-9392-8646,Jüri Keller,,,,,,,,,,,,,,,,
,Simplified TinyBERT: Knowledge Distillation for Document Retrieval,10.1007/978-3-030-72240-1_21,ECIR,2021,5,,Kai Hui,,,,,,,,,,,,,,,,
,Incorporating Ranking Context for End-to-End BERT Re-ranking,10.1007/978-3-030-99736-6_8,ECIR,2022,6,,Kai Hui,,,,,,,,,,,,,,,,
,Overview of ChEMU 2020: Named Entity Recognition and Event Extraction of Chemical Reactions from Patents,10.1007/978-3-030-58219-7_18,CLEF,2020,15,,Karin Verspoor,,,,,,,,,,,,,,,,
,Overview of ChEMU 2021: Reaction Reference Resolution and Anaphora Resolution in Chemical Patents,10.1007/978-3-030-85251-1_20,CLEF,2021,11,http://orcid.org/0000-0002-8661-1544,Karin Verspoor,,,,,,,,,,,,,,,,
,Overview of ChEMU 2022 Evaluation Campaign: Information Extraction in Chemical Patents,10.1007/978-3-031-13643-6_30,CLEF,2022,11,http://orcid.org/0000-0002-8661-1544,Karin Verspoor,,,,,,,,,,,,,,,,
,ChEMU 2021: Reaction Reference Resolution and Anaphora Resolution in Chemical Patents,10.1007/978-3-030-72240-1_71,ECIR,2021,13,http://orcid.org/0000-0002-8661-1544,Karin Verspoor,,,,,,,,,,,,,,,,
,The ChEMU 2022 Evaluation Campaign: Information Extraction in Chemical Patents,10.1007/978-3-030-99739-7_50,ECIR,2022,12,http://orcid.org/0000-0002-8661-1544,Karin Verspoor,,,,,,,,,,,,,,,,
,Temporal Event Reasoning Using Multi-source Auxiliary Learning Objectives,10.1007/978-3-030-99739-7_12,ECIR,2022,6,,Ke Zhang,,,,,,,,,,,,,,,,
,InfEval: Application for Object Detection Analysis,10.1007/978-3-031-28241-6_14,ECIR,2023,3,http://orcid.org/0000-0002-8121-4427,Kirill Bogomasov,,,,,,,,,,,,,,,,
,Aspect-Based Passage Retrieval with Contextualized Discourse Vectors,10.1007/978-3-030-72240-1_61,ECIR,2021,6,,Klemens Budde,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Krzysztof Kredens,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Krzysztof Kredens,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Krzysztof Kredens,,,,,,,,,,,,,,,,
,An Empirical Comparison of Web Page Segmentation Algorithms,10.1007/978-3-030-72240-1_5,ECIR,2021,5,http://orcid.org/0000-0002-7280-808X,Lars Meyer,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Laura Alonso Alemany,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,,Laura Alonso Alemany,,,,,,,,,,,,,,,,
,ECIR 23 Tutorial: Neuro-Symbolic Approaches for Information Retrieval,10.1007/978-3-031-28241-6_33,ECIR,2023,6,http://orcid.org/0000-0003-1624-3907,Laura Dietz,,,,,,,,,,,,,,,,
,Overview of ChEMU 2020: Named Entity Recognition and Event Extraction of Chemical Reactions from Patents,10.1007/978-3-030-58219-7_18,CLEF,2020,15,,Lawrence Cavedon,,,,,,,,,,,,,,,,
,ChEMU 2021: Reaction Reference Resolution and Anaphora Resolution in Chemical Patents,10.1007/978-3-030-72240-1_71,ECIR,2021,13,,Lawrence Cavedon,,,,,,,,,,,,,,,,
,Simplified TinyBERT: Knowledge Distillation for Document Retrieval,10.1007/978-3-030-72240-1_21,ECIR,2021,5,,Le Sun,,,,,,,,,,,,,,,,
,Incorporating Ranking Context for End-to-End BERT Re-ranking,10.1007/978-3-030-99736-6_8,ECIR,2022,6,,Le Sun,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Léo Hemamou,,,,,,,,,,,,,,,,
,Evaluating Research Dataset Recommendations in a Living Lab,10.1007/978-3-031-13643-6_11,CLEF,2022,2,http://orcid.org/0000-0002-8373-5162,Leon Paul Mondrian Munz,,,,,,,,,,,,,,,,
,Windowing Models for Abstractive Summarization of Long Texts,10.1007/978-3-030-72240-1_39,ECIR,2021,4,,Leon Schüller,,,,,,,,,,,,,,,,
,Overview of LiLAS 2021 – Living Labs for Academic Search,10.1007/978-3-030-85251-1_25,CLEF,2021,6,http://orcid.org/0000-0003-3986-0510,Leyla Jael Castro,,,,,,,,,,,,,,,,
,Living Lab Evaluation for Life and Social Sciences Search Platforms - LiLAS at CLEF 2021,10.1007/978-3-030-72240-1_77,ECIR,2021,3,http://orcid.org/0000-0003-3986-0510,Leyla Jael Castro,,,,,,,,,,,,,,,,
,Overview of LiLAS 2020 – Living Labs for Academic Search,10.1007/978-3-030-58219-7_24,CLEF,2020,3,http://orcid.org/0000-0003-3986-0510,Leyla Jael Garcia Castro,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Liadh Kelly,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,http://orcid.org/0000-0003-1131-5238,Liadh Kelly,,,,,,,,,,,,,,,,
,Listwise Explanations for Ranking Models Using Multiple Explainers,10.1007/978-3-031-28244-7_41,ECIR,2023,2,http://orcid.org/0000-0002-7268-4902,Lijun Lyu,,,,,,,,,,,,,,,,
,A Study of Term-Topic Embeddings for Ranking,10.1007/978-3-031-28238-6_25,ECIR,2023,2,,Lila Boualili,,,,,,,,,,,,,,,,
,"“Meanspo Please, I Want to Lose Weight”: A Characterization Study of Meanspiration Content on Tumblr Based on Images and Texts",10.1007/978-3-031-13643-6_1,CLEF,2022,3,,Linda Achilles,,,,,,,,,,,,,,,,
,A Hybrid Approach for Stock Market Prediction Using Financial News and Stocktwits,10.1007/978-3-030-85251-1_2,CLEF,2021,7,,Lionel Brunie,,,,,,,,,,,,,,,,
,"Query Expansion, Argument Mining and Document Scoring for an Efficient Question Answering System",10.1007/978-3-031-13643-6_13,CLEF,2022,6,,Lionel Brunie,,,,,,,,,,,,,,,,
,Towards Linguistically Informed Multi-objective Transformer Pre-training for Natural Language Inference,10.1007/978-3-031-28238-6_46,ECIR,2023,4,,Lisa Pucknat,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Liviu Daniel Stefan,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Liviu Daniel Ştefan,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Liviu-Daniel Ştefan,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Liviu-Daniel Ştefan,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Liviu-Daniel Ştefan,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Lorraine Goeuriot,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,http://orcid.org/0000-0001-7491-1980,Lorraine Goeuriot,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Louise Bloch,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Louise Bloch,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Louise Bloch,,,,,,,,,,,,,,,,
,Multilingual Detection of Check-Worthy Claims Using World Languages and Adapter Fusion,10.1007/978-3-031-28244-7_8,ECIR,2023,3,http://orcid.org/0000-0002-5995-8454,Lucie Flek,,,,,,,,,,,,,,,,
,Recommendation of Compatible Outfits Conditioned on Style,10.1007/978-3-030-99736-6_3,ECIR,2022,6,http://orcid.org/0000-0003-3808-9015,Lucky Dhakad,,,,,,,,,,,,,,,,
,A Critical Assessment of State-of-the-Art in Entity Alignment,10.1007/978-3-030-72240-1_2,ECIR,2021,3,,Ludwig Wacker,,,,,,,,,,,,,,,,
,Overview of Touché 2020: Argument Retrieval,10.1007/978-3-030-58219-7_26,CLEF,2020,11,,Lukas Gienapp,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-85251-1_28,CLEF,2021,11,,Lukas Gienapp,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-72240-1_67,ECIR,2021,11,,Lukas Gienapp,,,,,,,,,,,,,,,,
,Bootstrapped nDCG Estimation in the Presence of Unjudged Documents,10.1007/978-3-031-28244-7_20,ECIR,2023,4,,Lukas Gienapp,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Magdalena Wolska,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Magdalena Wolska,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Magdalena Wolska,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Magdalena Wolska,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Magdalena Wolska,,,,,,,,,,,,,,,,
,Overview of Touché 2020: Argument Retrieval,10.1007/978-3-030-58219-7_26,CLEF,2020,11,,Maik Fröbe,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-85251-1_28,CLEF,2021,11,,Maik Fröbe,,,,,,,,,,,,,,,,
