Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
Germany,Knowledge Graph Question Answering Datasets and Their Generalizability,10.1145/3477495.3531751,SIGIR,2022,2,,Longquan Jiang,"University Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",SEMS Research Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Knowledge Graph Question Answering Datasets and Their Generalizability,10.1145/3477495.3531751,SIGIR,2022,2,,Ricardo Usbeck,"University Hamburg, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Hamburg, Germany",SEMS Research Group,"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Netherlands,Dense Retrieval with Entity Views,10.1145/3511808.3557285,CIKM,2022,2,,Andrew Yates,"University of Amsterdam, Amsterdam, Netherlands",,,,,,,,,,,,,,,
Germany,A Human-Centered Design Approach for the Development of a Digital Care Platform in a Smart City Environment,10.1145/3487553.3524854,WWW,2022,4,,Jelena Bleja,"University of Applied Sciences and Arts Dortmund, Germany",FH Dortmund,,Fachbereich Informatik,"University Applied Sciences and Arts Dortmund, Germany",,Fachhochschule Dortmund Emil-Figge-Str. 42 44227 Dortmund,https://www.fh-dortmund.de/hochschule/informatik/index.php,,,,,,,,
Germany,A Human-Centered Design Approach for the Development of a Digital Care Platform in a Smart City Environment,10.1145/3487553.3524854,WWW,2022,4,,Sara Neumann,"University of Applied Sciences and Arts Dortmund, Germany",FH Dortmund,,Fachbereich Informatik,"University Applied Sciences and Arts Dortmund, Germany",,Fachhochschule Dortmund Emil-Figge-Str. 42 44227 Dortmund,https://www.fh-dortmund.de/hochschule/informatik/index.php,bis 2022,,,,,,,
Germany,A Human-Centered Design Approach for the Development of a Digital Care Platform in a Smart City Environment,10.1145/3487553.3524854,WWW,2022,4,,Tim Krueger,"University of Applied Sciences and Arts Dortmund, Germany",FH Dortmund,,Fachbereich Informatik,"University Applied Sciences and Arts Dortmund, Germany",,Fachhochschule Dortmund Emil-Figge-Str. 42 44227 Dortmund,https://www.fh-dortmund.de/hochschule/informatik/index.php,,,,,,,,
Germany,A Human-Centered Design Approach for the Development of a Digital Care Platform in a Smart City Environment,10.1145/3487553.3524854,WWW,2022,4,,Uwe Grossmann,"University of Applied Sciences and Arts Dortmund, Germany",FH Dortmund,,Fachbereich Informatik,"University Applied Sciences and Arts Dortmund, Germany",,Fachhochschule Dortmund Emil-Figge-Str. 42 44227 Dortmund,https://www.fh-dortmund.de/hochschule/informatik/index.php,,,,,,,,
Germany,Spatio-temporal Trajectory Learning using Simulation Systems,10.1145/3511808.3557457,CIKM,2022,5,,Daniel Glake,"University of Applied Sciences, Hamburg, Germany",Universität Hamburg,Mathe Informatik Naturwissenschaft (MIN),Informatik,"University Applied Sciences Hamburg, Germany",Verteilte Systeme und Informationssysteme (VSIS),"Fakultät für Mathematik, Informatik und Naturwissenschaften (MIN)  Universität Hamburg Welckerstraße 8 20354 Hamburg",https://www.min.uni-hamburg.de/ueber-die-fakultaet.html,,,,,,,,
Germany,Spatio-temporal Trajectory Learning using Simulation Systems,10.1145/3511808.3557457,CIKM,2022,5,,Thomas Clemen,"University of Applied Sciences, Hamburg, Germany",HAW Hamburg,Department Informatik,,"University Applied Sciences Hamburg, Germany",,Hochschule für Angewandte Wissenschaften Hamburg Fakultät Technik und Informatik Berliner Tor 7 20099 Hamburg,https://www.haw-hamburg.de/hochschule/technik-und-informatik/departments/informatik/,,,,,,,,
Germany,Spatio-temporal Trajectory Learning using Simulation Systems,10.1145/3511808.3557457,CIKM,2022,5,,Ulfia Lenfers,"University of Applied Sciences, Hamburg, Germany",HAW Hamburg,Department Informatik,,"University Applied Sciences Hamburg, Germany",,Hochschule für Angewandte Wissenschaften Hamburg Fakultät Technik und Informatik Berliner Tor 7 20099 Hamburg,https://www.haw-hamburg.de/hochschule/technik-und-informatik/departments/informatik/,,,,,,,,
Switzerland,Auditing Source Diversity Bias in Video Search Results Using Virtual Agents,10.1145/3442442.3452306,WWW,2021,3,,Mykola Makhortykh,University of Bern,,,,,,,,,,,,,,,
Switzerland,Auditing Source Diversity Bias in Video Search Results Using Virtual Agents,10.1145/3442442.3452306,WWW,2021,3,,Aleksandra Urman,University of Bern &amp; University of Zurich,,,,,,,,,,,,,,,
Germany,Linking Streets in OpenStreetMap to Persons in Wikidata,10.1145/3487553.3524267,WWW,2022,2,,Daria Gurtovoy,"Universität Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,Attention-Based Vandalism Detection in OpenStreetMap,10.1145/3485447.3512224,WWW,2022,2,,Elena Demidova,"Data Science &amp; Intelligent Systems (DSIS), University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,GeoVectors: A Linked Open Corpus of OpenStreetMap Embeddings on World Scale,10.1145/3459637.3482004,CIKM,2021,3,,Elena Demidova,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,WorldKG: A World-Scale Geographic Knowledge Graph,10.1145/3459637.3482023,CIKM,2021,5,,Elena Demidova,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,MLM,10.1145/3340531.3412783,CIKM,2020,7,,Endri Kacupaj,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,Contrastive Representation Learning for Conversational Question Answering over Knowledge Graphs,10.1145/3511808.3557267,CIKM,2022,4,,Endri Kacupaj,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,"GeoWINE: Geolocation based Wiki, Image, News and Event Retrieval",10.1145/3404835.3462786,SIGIR,2021,6,,Endri Kacupaj,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,DistRDF2ML - Scalable Distributed In-Memory Machine Learning Pipelines for RDF Knowledge Graphs,10.1145/3459637.3481999,CIKM,2021,5,,Farshad Bakhshandegan Moghaddam,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,MLM,10.1145/3340531.3412783,CIKM,2020,7,,Jason Armitage,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,"GeoWINE: Geolocation based Wiki, Image, News and Event Retrieval",10.1145/3404835.3462786,SIGIR,2021,6,,Jens Lehmann,"University of Bonn &amp; Fraunhofer IAIS Dresden, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany; Fraunhofer IAIS, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,DistRDF2ML - Scalable Distributed In-Memory Machine Learning Pipelines for RDF Knowledge Graphs,10.1145/3459637.3481999,CIKM,2021,5,,Jens Lehmann,"University of Bonn &amp; Fraunhofer IAIS, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany; Fraunhofer IAIS, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,MLM,10.1145/3340531.3412783,CIKM,2020,7,,Jens Lehmann,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,Time-aware Entity Alignment using Temporal Relational Attention,10.1145/3485447.3511922,WWW,2022,4,,Jens Lehmann,"University of Bonn, Germany and Fraunhofer IAIS, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany; Fraunhofer IAIS, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,bis 2022,,,,,,,
Germany,Evaluating the Impact of Knowledge Graph Context on Entity Disambiguation Models,10.1145/3340531.3412159,CIKM,2020,6,,Jens Lehmann,"University of Bonn, Sankt Augustin, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,bis 2022,,,,,,,
Germany,Temporal Walk Centrality: Ranking Nodes in Evolving Networks,10.1145/3485447.3512210,WWW,2022,3,,Lutz Oettershagen,"University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Computational Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,MLM,10.1145/3340531.3412783,CIKM,2020,7,,Maria Maleshkova,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Smart Data Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,Temporal Walk Centrality: Ranking Nodes in Evolving Networks,10.1145/3485447.3512210,WWW,2022,3,,Petra Mutzel,"University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Computational Analytics,Institut für Informatik Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.informatik.uni-bonn.de/de/institut,,,,,,,,
Germany,"SaL-Lightning Dataset: Search and Eye Gaze Behavior, Resource Interactions and Knowledge Gain during Web Search",10.1145/3498366.3505835,CHIIR,2022,12,,Ran Yu,"Data Science &amp; Intelligent Systems (DSIS), University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,IWILDS'22 -- Third International Workshop on Investigating Learning During Web Search,10.1145/3477495.3531698,SIGIR,2022,3,,Ran Yu,"Data Science &amp; Intelligent Systems Group (DSIS), University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,CLEOPATRA’22: 3rd International Workshop on Cross-lingual Event-centric Open Analytics,10.1145/3487553.3524865,WWW,2022,4,,Elena Demidova,"University of Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,,,,,,,,,,
Germany,TweetsCOV19 - A Knowledge Base of Semantically Annotated Tweets about the COVID-19 Pandemic,10.1145/3340531.3412765,CIKM,2020,7,,Ran Yu,"GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"GESIS, Cologne, Cologne, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,Früher war sie bei GESIS.,,,,,,,
Germany,State-Aware Meta-Evaluation of Evaluation Metrics in Interactive Information Retrieval,10.1145/3459637.3482190,CIKM,2021,2,,Ran Yu,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,IWILDS'21: Second International Workshop on Learning During Web Search,10.1145/3459637.3482034,CIKM,2021,4,,Ran Yu,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Germany,WorldKG: A World-Scale Geographic Knowledge Graph,10.1145/3459637.3482023,CIKM,2021,5,,Ran Yu,"University of Bonn, Bonn, Germany",Universität Bonn,Mathematisch-Naturwissenschaftliche Fakultät,Institut für Informatik,"University Bonn, Germany",Data Science & Intelligent Systems (DSIS) research group,Institut für Informatik III Rheinische Friedrich-Wilhelms-Universität Bonn Friedrich-Hirzebruch-Allee 8 53115 Bonn,https://www.iai.uni-bonn.de/en/research-groups/dsis,,,,,,,,
Italy,Do Graph Neural Networks Build Fair User Models? Assessing Disparate Impact and Mistreatment in Behavioural User Profiling,10.1145/3511808.3557584,CIKM,2022,3,,Ludovico Boratto,"University of Cagliari, Cagliari, Italy",,,,,,,,,,,,,,,
UK,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models,10.1145/3459637.3482014,CIKM,2021,11,,Paul Scherer,"University of Cambridge, Cambridge, United Kingdom",,,,,,,,,,,,,,,
China,Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,SIGIR,2021,6,,Ben He,"University of Chinese Academy of Sciences, Beijing, China",,,,,,,,,,,,,,,
China,Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,SIGIR,2021,6,,Xuanang Chen,"University of Chinese Academy of Sciences, Beijing, China",,,,,,,,,,,,,,,
China,Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,SIGIR,2021,6,,Yingfei Sun,"University of Chinese Academy of Sciences, Beijing, China",,,,,,,,,,,,,,,
